sale_id,sku,size,sale_date,quantity_sold,retail_price,sale_price,sale_type
S-01606,30-25-000080-0-10,10.5,2024-04-19,1,85.00,85.00,full_price
S-01607,30-25-000080-0-10,10.5,2024-05-01,1,85.00,85.00,full_price
S-01608,30-25-000080-0-10,10.5,2024-05-29,1,85.00,85.00,full_price
S-01609,30-25-000080-0-10,11,2024-01-04,1,85.00,85.00,full_price
S-01610,30-25-000080-0-10,11,2024-01-19,1,85.00,85.00,full_price
S-01611,30-25-000080-0-10,11,2024-02-07,1,85.00,85.00,full_price
S-01612,30-25-000080-0-10,11,2024-02-14,1,85.00,85.00,full_price
S-01613,30-25-000080-0-10,11,2024-03-25,1,85.00,85.00,full_price
S-01614,30-25-000080-0-10,11,2024-03-29,1,85.00,85.00,full_price
S-01615,30-25-000080-0-10,11,2024-05-01,1,85.00,85.00,full_price
S-01616,30-25-000080-0-10,11,2024-06-07,1,85.00,85.00,full_price
S-01617,30-25-000080-0-10,11.5,2024-01-04,1,85.00,85.00,full_price
S-01618,30-25-000080-0-10,11.5,2024-02-03,1,85.00,85.00,full_price
S-01619,30-25-000080-0-10,11.5,2024-03-16,1,85.00,85.00,full_price
S-01620,30-25-000080-0-10,11.5,2024-04-09,1,85.00,85.00,full_price
S-01621,30-25-000080-0-10,11.5,2024-05-22,1,85.00,85.00,full_price
S-01622,30-25-000080-0-10,12,2024-01-04,1,85.00,85.00,full_price
S-01623,30-25-000080-0-10,12,2024-02-04,1,85.00,85.00,full_price
S-01624,30-25-000080-0-10,12,2024-03-08,1,85.00,85.00,full_price
S-01625,30-25-000080-0-10,12,2024-04-19,1,85.00,85.00,full_price
S-01626,30-25-000080-0-10,13,2024-01-04,1,85.00,85.00,full_price
S-01627,30-25-000080-0-10,13,2024-03-04,1,85.00,85.00,full_price
S-01628,30-25-000080-0-10,14,2024-01-04,1,85.00,85.00,full_price
S-01629,30-25-000080-0-10,15,2024-01-04,1,85.00,85.00,full_price
S-01630,30-30-000081-0-10,8,2024-01-26,1,120.00,120.00,full_price
S-01631,30-30-000081-0-10,8.5,2024-01-26,1,120.00,120.00,full_price
S-01632,30-30-000081-0-10,9,2024-01-26,1,120.00,120.00,full_price
S-01633,30-30-000081-0-10,9,2024-04-13,1,120.00,120.00,full_price
S-01634,30-30-000081-0-10,9.5,2024-01-26,1,120.00,120.00,full_price
S-01635,30-30-000081-0-10,9.5,2024-03-02,1,120.00,120.00,full_price
S-01636,30-30-000081-0-10,9.5,2024-03-31,1,120.00,120.00,full_price
S-01637,30-30-000081-0-10,9.5,2024-04-19,1,120.00,120.00,full_price
S-01638,30-30-000081-0-10,10,2024-01-26,1,120.00,120.00,full_price
S-01639,30-30-000081-0-10,10,2024-02-16,1,120.00,120.00,full_price
S-01640,30-30-000081-0-10,10,2024-03-01,1,120.00,120.00,full_price
S-01641,30-30-000081-0-10,10,2024-03-18,1,120.00,120.00,full_price
S-01642,30-30-000081-0-10,10,2024-04-07,1,120.00,120.00,full_price
S-01643,30-30-000081-0-10,10,2024-04-12,1,120.00,120.00,full_price
S-01644,30-30-000081-0-10,10,2024-05-05,1,120.00,120.00,full_price
S-01645,30-30-000081-0-10,10,2024-06-24,1,120.00,120.00,full_price
S-01646,30-30-000081-0-10,10.5,2024-01-26,1,120.00,120.00,full_price
S-01647,30-30-000081-0-10,10.5,2024-02-11,1,120.00,120.00,full_price
S-01648,30-30-000081-0-10,10.5,2024-03-01,1,120.00,120.00,full_price
S-01649,30-30-000081-0-10,10.5,2024-04-02,1,120.00,120.00,full_price
S-01650,30-30-000081-0-10,10.5,2024-03-25,1,120.00,120.00,full_price
S-01651,30-30-000081-0-10,10.5,2024-04-12,1,120.00,120.00,full_price
S-01652,30-30-000081-0-10,10.5,2024-06-05,1,120.00,120.00,full_price
S-01653,30-30-000081-0-10,10.5,2024-04-30,1,120.00,120.00,full_price
S-01654,30-30-000081-0-10,11,2024-01-26,1,120.00,120.00,full_price
S-01655,30-30-000081-0-10,11,2024-02-11,1,120.00,120.00,full_price
S-01656,30-30-000081-0-10,11,2024-03-08,1,120.00,120.00,full_price
S-01657,30-30-000081-0-10,11,2024-03-16,1,120.00,120.00,full_price
S-01658,30-30-000081-0-10,11,2024-03-21,1,120.00,120.00,full_price
S-01659,30-30-000081-0-10,11,2024-05-10,1,120.00,120.00,full_price
S-01660,30-30-000081-0-10,11,2024-05-05,1,120.00,120.00,full_price
S-01661,30-30-000081-0-10,11,2024-05-09,1,120.00,120.00,full_price
S-01662,30-30-000081-0-10,11.5,2024-01-26,1,120.00,120.00,full_price
S-01663,30-30-000081-0-10,11.5,2024-03-22,1,120.00,120.00,full_price
S-01664,30-30-000081-0-10,11.5,2024-04-16,1,120.00,120.00,full_price
S-01665,30-30-000081-0-10,12,2024-01-26,1,120.00,120.00,full_price
S-01666,30-30-000081-0-10,12,2024-03-30,1,120.00,120.00,full_price
S-01667,30-30-000081-0-10,13,2024-01-26,1,120.00,120.00,full_price
S-01668,30-25-000082-0-10,9,2024-03-20,1,185.00,185.00,full_price
S-01669,30-25-000082-0-10,9.5,2024-03-20,1,185.00,185.00,full_price
S-01670,30-25-000082-0-10,10,2024-03-20,1,185.00,185.00,full_price
S-01671,30-25-000082-0-10,10,2024-05-24,1,185.00,132.92,markdown
S-01672,30-25-000082-0-10,10.5,2024-03-20,1,185.00,185.00,full_price
S-01673,30-25-000082-0-10,10.5,2024-05-16,1,185.00,131.03,markdown
S-01674,30-25-000082-0-10,11,2024-03-20,1,185.00,185.00,full_price
S-01675,30-25-000082-0-10,11,2024-05-31,1,185.00,146.16,markdown
S-01676,30-25-000082-0-10,13,2024-03-20,1,185.00,185.00,full_price
S-01677,30-30-000083-0-10,8,2024-03-29,1,140.00,140.00,full_price
S-01678,30-30-000083-0-10,9,2024-03-29,1,140.00,140.00,full_price
S-01679,30-30-000083-0-10,9.5,2024-03-29,1,140.00,140.00,full_price
S-01680,30-30-000083-0-10,10,2024-03-29,1,140.00,140.00,full_price
S-01681,30-30-000083-0-10,10,2024-05-23,1,140.00,103.27,markdown
S-01682,30-30-000083-0-10,10.5,2024-03-29,1,140.00,140.00,full_price
S-01683,30-30-000083-0-10,10.5,2024-06-07,1,140.00,106.41,markdown
S-01684,30-30-000083-0-10,11,2024-03-29,1,140.00,140.00,full_price
S-01685,30-30-000083-0-10,11,2024-06-16,1,140.00,98.91,markdown
S-01686,30-30-000083-0-10,11.5,2024-03-29,1,140.00,140.00,full_price
S-01687,30-30-000083-0-10,13,2024-03-29,1,140.00,140.00,full_price
S-01688,30-30-000083-0-10,15,2024-03-29,1,140.00,140.00,full_price
S-01689,30-50-000085-0-10,8.5,2024-02-18,1,160.00,160.00,full_price
S-01690,30-50-000085-0-10,9.5,2024-02-18,1,160.00,160.00,full_price
S-01691,30-50-000085-0-10,10,2024-02-18,1,160.00,160.00,full_price
S-01692,30-50-000085-0-10,10.5,2024-02-18,1,160.00,160.00,full_price
S-01693,30-50-000085-0-10,11,2024-02-18,1,160.00,160.00,full_price
S-01694,30-50-000085-0-10,11.5,2024-02-18,1,160.00,160.00,full_price
S-01695,30-50-000085-0-10,12,2024-02-18,1,160.00,160.00,full_price
S-01696,30-50-000085-0-10,13,2024-02-18,1,160.00,160.00,full_price
S-01697,30-50-000086-0-10,7.5,2024-01-06,1,185.00,185.00,full_price
S-01698,30-50-000086-0-10,8,2024-01-06,1,185.00,185.00,full_price
S-01699,30-50-000086-0-10,8.5,2024-01-06,1,185.00,185.00,full_price
S-01700,30-50-000086-0-10,9,2024-01-06,1,185.00,185.00,full_price
S-01701,30-50-000086-0-10,9.5,2024-01-06,1,185.00,185.00,full_price
S-01702,30-50-000086-0-10,9.5,2024-02-28,1,185.00,185.00,full_price
S-01703,30-50-000086-0-10,9.5,2024-04-04,1,185.00,185.00,full_price
S-01704,30-50-000086-0-10,10,2024-01-06,1,185.00,185.00,full_price
S-01705,30-50-000086-0-10,10,2024-02-01,1,185.00,185.00,full_price
S-01706,30-50-000086-0-10,10,2024-02-20,1,185.00,185.00,full_price
S-01707,30-50-000086-0-10,10,2024-04-09,1,185.00,185.00,full_price
S-01708,30-50-000086-0-10,10,2024-05-06,1,185.00,135.95,markdown
S-01709,30-50-000086-0-10,10.5,2024-01-06,1,185.00,185.00,full_price
S-01710,30-50-000086-0-10,10.5,2024-01-30,1,185.00,185.00,full_price
S-01711,30-50-000086-0-10,10.5,2024-03-02,1,185.00,185.00,full_price
S-01712,30-50-000086-0-10,10.5,2024-03-24,1,185.00,185.00,full_price
S-01713,30-50-000086-0-10,10.5,2024-04-03,1,185.00,148.54,markdown
S-01714,30-50-000086-0-10,11,2024-01-06,1,185.00,185.00,full_price
S-01715,30-50-000086-0-10,11,2024-02-15,1,185.00,185.00,full_price
S-01716,30-50-000086-0-10,11,2024-04-16,1,185.00,185.00,full_price
S-01717,30-50-000086-0-10,11.5,2024-01-06,1,185.00,185.00,full_price
S-01718,30-50-000086-0-10,11.5,2024-03-29,1,185.00,185.00,full_price
S-01719,30-50-000086-0-10,12,2024-01-06,1,185.00,185.00,full_price
S-01720,30-50-000086-0-10,12,2024-03-17,1,185.00,185.00,full_price
S-01721,30-50-000086-0-10,13,2024-01-06,1,185.00,185.00,full_price
S-01722,30-20-000087-0-10,8.5,2024-03-12,1,190.00,190.00,full_price
S-01723,30-20-000087-0-10,9.5,2024-03-12,1,190.00,190.00,full_price
S-01724,30-20-000087-0-10,10,2024-03-12,1,190.00,190.00,full_price
S-01725,30-20-000087-0-10,10,2024-05-12,1,190.00,151.42,markdown
S-01726,30-20-000087-0-10,10.5,2024-03-12,1,190.00,190.00,full_price
S-01727,30-20-000087-0-10,10.5,2024-06-02,1,190.00,158.63,markdown
S-01728,30-20-000087-0-10,11,2024-03-12,1,190.00,190.00,full_price
S-01729,30-20-000087-0-10,11.5,2024-03-12,1,190.00,190.00,full_price
S-01730,30-20-000087-0-10,12,2024-03-12,1,190.00,190.00,full_price
S-01731,30-20-000087-0-10,14,2024-03-12,1,190.00,190.00,full_price
S-01732,30-40-000088-0-10,8,2024-01-05,1,85.00,85.00,full_price
S-01733,30-40-000088-0-10,8.5,2024-01-05,1,85.00,85.00,full_price
S-01734,30-40-000088-0-10,8.5,2024-03-19,1,85.00,85.00,full_price
S-01735,30-40-000088-0-10,9,2024-01-05,1,85.00,85.00,full_price
S-01736,30-40-000088-0-10,9,2024-02-13,1,85.00,85.00,full_price
S-01737,30-40-000088-0-10,9,2024-04-13,1,85.00,85.00,full_price
S-01738,30-40-000088-0-10,9.5,2024-01-05,1,85.00,85.00,full_price
S-01739,30-40-000088-0-10,9.5,2024-01-27,1,85.00,85.00,full_price
S-01740,30-40-000088-0-10,9.5,2024-02-22,1,85.00,85.00,full_price
S-01741,30-40-000088-0-10,9.5,2024-04-03,1,85.00,85.00,full_price
S-01742,30-40-000088-0-10,9.5,2024-04-15,1,85.00,85.00,full_price
S-01743,30-40-000088-0-10,9.5,2024-05-14,1,85.00,85.00,full_price
S-01744,30-40-000088-0-10,10,2024-01-05,1,85.00,85.00,full_price
S-01745,30-40-000088-0-10,10,2024-01-20,1,85.00,85.00,full_price
S-01746,30-40-000088-0-10,10,2024-02-06,1,85.00,85.00,full_price
S-01747,30-40-000088-0-10,10,2024-02-11,1,85.00,85.00,full_price
S-01748,30-40-000088-0-10,10,2024-03-07,1,85.00,85.00,full_price
S-01749,30-40-000088-0-10,10,2024-04-01,1,85.00,85.00,full_price
S-01750,30-40-000088-0-10,10,2024-04-17,1,85.00,85.00,full_price
S-01751,30-40-000088-0-10,10,2024-04-23,1,85.00,85.00,full_price
S-01752,30-40-000088-0-10,10,2024-04-14,1,85.00,85.00,full_price
S-01753,30-40-000088-0-10,10,2024-04-25,1,85.00,85.00,full_price
S-01754,30-40-000088-0-10,10.5,2024-01-05,1,85.00,85.00,full_price
S-01755,30-40-000088-0-10,10.5,2024-01-21,1,85.00,85.00,full_price
S-01756,30-40-000088-0-10,10.5,2024-02-02,1,85.00,85.00,full_price
S-01757,30-40-000088-0-10,10.5,2024-02-11,1,85.00,85.00,full_price
S-01758,30-40-000088-0-10,10.5,2024-02-27,1,85.00,85.00,full_price
S-01759,30-40-000088-0-10,10.5,2024-03-18,1,85.00,85.00,full_price
S-01760,30-40-000088-0-10,10.5,2024-03-19,1,85.00,85.00,full_price
S-01761,30-40-000088-0-10,10.5,2024-05-07,1,85.00,85.00,full_price
S-01762,30-40-000088-0-10,10.5,2024-05-11,1,85.00,85.00,full_price
S-01763,30-40-000088-0-10,10.5,2024-05-20,1,85.00,85.00,full_price
S-01764,30-40-000088-0-10,11,2024-01-05,1,85.00,85.00,full_price
S-01765,30-40-000088-0-10,11,2024-01-23,1,85.00,85.00,full_price
S-01766,30-40-000088-0-10,11,2024-02-12,1,85.00,85.00,full_price
S-01767,30-40-000088-0-10,11,2024-03-12,1,85.00,85.00,full_price
S-01768,30-40-000088-0-10,11,2024-03-24,1,85.00,85.00,full_price
S-01769,30-40-000088-0-10,11,2024-03-28,1,85.00,85.00,full_price
S-01770,30-40-000088-0-10,11,2024-04-19,1,85.00,85.00,full_price
S-01771,30-40-000088-0-10,11,2024-05-06,1,85.00,85.00,full_price
S-01772,30-40-000088-0-10,11.5,2024-01-05,1,85.00,85.00,full_price
S-01773,30-40-000088-0-10,11.5,2024-02-08,1,85.00,85.00,full_price
S-01774,30-40-000088-0-10,11.5,2024-03-14,1,85.00,85.00,full_price
S-01775,30-40-000088-0-10,11.5,2024-04-15,1,85.00,85.00,full_price
S-01776,30-40-000088-0-10,11.5,2024-05-02,1,85.00,85.00,full_price
S-01777,30-40-000088-0-10,12,2024-01-05,1,85.00,85.00,full_price
S-01778,30-40-000088-0-10,12,2024-02-16,1,85.00,85.00,full_price
S-01779,30-40-000088-0-10,12,2024-04-12,1,85.00,85.00,full_price
S-01780,30-40-000088-0-10,13,2024-01-05,1,85.00,85.00,full_price
S-01781,30-40-000088-0-10,13,2024-03-07,1,85.00,85.00,full_price
S-01782,30-40-000088-0-10,14,2024-01-05,1,85.00,85.00,full_price
S-01783,30-20-000089-0-10,9,2024-01-26,1,190.00,190.00,full_price
S-01784,30-20-000089-0-10,9.5,2024-01-26,1,190.00,190.00,full_price
S-01785,30-20-000089-0-10,9.5,2024-04-23,1,190.00,190.00,full_price
S-01786,30-20-000089-0-10,10,2024-01-26,1,190.00,190.00,full_price
S-01787,30-20-000089-0-10,10,2024-02-21,1,190.00,190.00,full_price
S-01788,30-20-000089-0-10,10,2024-03-17,1,190.00,190.00,full_price
S-01789,30-20-000089-0-10,10,2024-04-18,1,190.00,190.00,full_price
S-01790,30-20-000089-0-10,10,2024-06-18,1,190.00,159.45,markdown
S-01791,30-20-000089-0-10,10.5,2024-01-26,1,190.00,190.00,full_price
S-01792,30-20-000089-0-10,10.5,2024-02-17,1,190.00,190.00,full_price
S-01793,30-20-000089-0-10,10.5,2024-03-13,1,190.00,190.00,full_price
S-01794,30-20-000089-0-10,10.5,2024-04-02,1,190.00,190.00,full_price
S-01795,30-20-000089-0-10,10.5,2024-05-10,1,190.00,138.73,markdown
S-01796,30-20-000089-0-10,11,2024-01-26,1,190.00,190.00,full_price
S-01797,30-20-000089-0-10,11,2024-03-09,1,190.00,190.00,full_price
S-01798,30-20-000089-0-10,11,2024-04-24,1,190.00,190.00,full_price
S-01799,30-20-000089-0-10,11,2024-04-20,1,190.00,157.71,markdown
S-01800,30-20-000089-0-10,11.5,2024-01-26,1,190.00,190.00,full_price
S-01801,30-20-000089-0-10,11.5,2024-04-03,1,190.00,190.00,full_price
S-01802,30-20-000089-0-10,12,2024-01-26,1,190.00,190.00,full_price
S-01803,30-20-000089-0-10,13,2024-01-26,1,190.00,190.00,full_price
S-01804,30-30-000090-0-10,7.5,2024-01-19,1,65.00,65.00,full_price
S-01805,30-30-000090-0-10,8,2024-01-19,1,65.00,65.00,full_price
S-01806,30-30-000090-0-10,8.5,2024-01-19,1,65.00,65.00,full_price
S-01807,30-30-000090-0-10,9,2024-01-19,1,65.00,65.00,full_price
S-01808,30-30-000090-0-10,9,2024-03-04,1,65.00,65.00,full_price
S-01809,30-30-000090-0-10,9,2024-04-05,1,65.00,65.00,full_price
S-01810,30-30-000090-0-10,9.5,2024-01-19,1,65.00,65.00,full_price
S-01811,30-30-000090-0-10,9.5,2024-02-18,1,65.00,65.00,full_price
S-01812,30-30-000090-0-10,9.5,2024-03-11,1,65.00,65.00,full_price
S-01813,30-30-000090-0-10,9.5,2024-03-26,1,65.00,65.00,full_price
S-01814,30-30-000090-0-10,9.5,2024-05-23,1,65.00,65.00,full_price
S-01815,30-30-000090-0-10,10,2024-01-19,1,65.00,65.00,full_price
S-01816,30-30-000090-0-10,10,2024-02-03,1,65.00,65.00,full_price
S-01817,30-30-000090-0-10,10,2024-02-13,1,65.00,65.00,full_price
S-01818,30-30-000090-0-10,10,2024-02-29,1,65.00,65.00,full_price
S-01819,30-30-000090-0-10,10,2024-03-17,1,65.00,65.00,full_price
S-01820,30-30-000090-0-10,10,2024-04-17,1,65.00,65.00,full_price
S-01821,30-30-000090-0-10,10,2024-04-27,1,65.00,65.00,full_price
S-01822,30-30-000090-0-10,10,2024-05-02,1,65.00,65.00,full_price
S-01823,30-30-000090-0-10,10,2024-06-01,1,65.00,65.00,full_price
S-01824,30-30-000090-0-10,10,2024-06-04,1,65.00,65.00,full_price
S-01825,30-30-000090-0-10,10.5,2024-01-19,1,65.00,65.00,full_price
S-01826,30-30-000090-0-10,10.5,2024-02-04,1,65.00,65.00,full_price
S-01827,30-30-000090-0-10,10.5,2024-02-16,1,65.00,65.00,full_price
S-01828,30-30-000090-0-10,10.5,2024-02-23,1,65.00,65.00,full_price
S-01829,30-30-000090-0-10,10.5,2024-03-05,1,65.00,65.00,full_price
S-01830,30-30-000090-0-10,10.5,2024-04-14,1,65.00,65.00,full_price
S-01831,30-30-000090-0-10,10.5,2024-05-02,1,65.00,65.00,full_price
S-01832,30-30-000090-0-10,10.5,2024-05-04,1,65.00,65.00,full_price
S-01833,30-30-000090-0-10,10.5,2024-06-01,1,65.00,65.00,full_price
S-01834,30-30-000090-0-10,10.5,2024-06-02,1,65.00,65.00,full_price
S-01835,30-30-000090-0-10,11,2024-01-19,1,65.00,65.00,full_price
S-01836,30-30-000090-0-10,11,2024-02-04,1,65.00,65.00,full_price
S-01837,30-30-000090-0-10,11,2024-02-28,1,65.00,65.00,full_price
S-01838,30-30-000090-0-10,11,2024-03-07,1,65.00,65.00,full_price
S-01839,30-30-000090-0-10,11,2024-03-17,1,65.00,65.00,full_price
S-01840,30-30-000090-0-10,11,2024-04-17,1,65.00,65.00,full_price
S-01841,30-30-000090-0-10,11,2024-05-01,1,65.00,65.00,full_price
S-01842,30-30-000090-0-10,11,2024-06-24,1,65.00,65.00,full_price
S-01843,30-30-000090-0-10,11.5,2024-01-19,1,65.00,65.00,full_price
S-01844,30-30-000090-0-10,11.5,2024-02-27,1,65.00,65.00,full_price
S-01845,30-30-000090-0-10,11.5,2024-04-13,1,65.00,65.00,full_price
S-01846,30-30-000090-0-10,11.5,2024-04-29,1,65.00,65.00,full_price
S-01847,30-30-000090-0-10,12,2024-01-19,1,65.00,65.00,full_price
S-01848,30-30-000090-0-10,12,2024-03-02,1,65.00,65.00,full_price
S-01849,30-30-000090-0-10,12,2024-04-02,1,65.00,65.00,full_price
S-01850,30-30-000090-0-10,13,2024-01-19,1,65.00,65.00,full_price
S-01851,30-30-000090-0-10,14,2024-01-19,1,65.00,65.00,full_price
S-01852,30-50-000091-0-10,8,2024-02-25,1,185.00,185.00,full_price
S-01853,30-50-000091-0-10,8.5,2024-02-25,1,185.00,185.00,full_price
S-01854,30-50-000091-0-10,9,2024-02-25,1,185.00,185.00,full_price
S-01855,30-50-000091-0-10,9.5,2024-02-25,1,185.00,185.00,full_price
S-01856,30-50-000091-0-10,9.5,2024-04-07,1,185.00,185.00,full_price
S-01857,30-50-000091-0-10,9.5,2024-05-08,1,185.00,185.00,full_price
S-01858,30-50-000091-0-10,10,2024-02-25,1,185.00,185.00,full_price
S-01859,30-50-000091-0-10,10,2024-03-23,1,185.00,185.00,full_price
S-01860,30-50-000091-0-10,10,2024-04-15,1,185.00,185.00,full_price
S-01861,30-50-000091-0-10,10,2024-05-14,1,185.00,185.00,full_price
S-01862,30-50-000091-0-10,10,2024-06-26,1,185.00,136.63,markdown
S-01863,30-50-000091-0-10,10.5,2024-02-25,1,185.00,185.00,full_price
S-01864,30-50-000091-0-10,10.5,2024-03-28,1,185.00,185.00,full_price
S-01865,30-50-000091-0-10,10.5,2024-04-23,1,185.00,185.00,full_price
S-01866,30-50-000091-0-10,10.5,2024-05-22,1,185.00,185.00,full_price
S-01867,30-50-000091-0-10,10.5,2024-06-17,1,185.00,134.39,markdown
S-01868,30-50-000091-0-10,11,2024-02-25,1,185.00,185.00,full_price
S-01869,30-50-000091-0-10,11,2024-04-18,1,185.00,185.00,full_price
S-01870,30-50-000091-0-10,11,2024-05-26,1,185.00,185.00,full_price
S-01871,30-50-000091-0-10,11.5,2024-02-25,1,185.00,185.00,full_price
S-01872,30-50-000091-0-10,11.5,2024-04-27,1,185.00,185.00,full_price
S-01873,30-50-000091-0-10,12,2024-02-25,1,185.00,185.00,full_price
S-01874,30-50-000091-0-10,12,2024-05-09,1,185.00,185.00,full_price
S-01875,30-50-000091-0-10,13,2024-02-25,1,185.00,185.00,full_price
S-01876,30-30-000092-0-10,7.5,2024-02-05,1,140.00,140.00,full_price
S-01877,30-30-000092-0-10,8.5,2024-02-05,1,140.00,140.00,full_price
S-01878,30-30-000092-0-10,9,2024-02-05,1,140.00,140.00,full_price
S-01879,30-30-000092-0-10,9,2024-04-19,1,140.00,140.00,full_price
S-01880,30-30-000092-0-10,9.5,2024-02-05,1,140.00,140.00,full_price
S-01881,30-30-000092-0-10,9.5,2024-05-04,1,140.00,140.00,full_price
S-01882,30-30-000092-0-10,10,2024-02-05,1,140.00,140.00,full_price
S-01883,30-30-000092-0-10,10,2024-03-16,1,140.00,140.00,full_price
S-01884,30-30-000092-0-10,10,2024-04-21,1,140.00,140.00,full_price
S-01885,30-30-000092-0-10,10,2024-06-14,1,140.00,112.46,markdown
S-01886,30-30-000092-0-10,10.5,2024-02-05,1,140.00,140.00,full_price
S-01887,30-30-000092-0-10,10.5,2024-03-08,1,140.00,140.00,full_price
S-01888,30-30-000092-0-10,10.5,2024-04-18,1,140.00,140.00,full_price
S-01889,30-30-000092-0-10,10.5,2024-05-12,1,140.00,103.02,markdown
S-01890,30-30-000092-0-10,11,2024-02-05,1,140.00,140.00,full_price
S-01891,30-30-000092-0-10,11,2024-03-15,1,140.00,140.00,full_price
S-01892,30-30-000092-0-10,11,2024-05-01,1,140.00,140.00,full_price
S-01893,30-30-000092-0-10,11.5,2024-02-05,1,140.00,140.00,full_price
S-01894,30-30-000092-0-10,11.5,2024-04-28,1,140.00,140.00,full_price
S-01895,30-30-000092-0-10,12,2024-02-05,1,140.00,140.00,full_price
S-01896,30-50-000093-0-10,8.5,2024-03-02,1,110.00,110.00,full_price
S-01897,30-50-000093-0-10,9.5,2024-03-02,1,110.00,110.00,full_price
S-01898,30-50-000093-0-10,10,2024-03-02,1,110.00,110.00,full_price
S-01899,30-50-000093-0-10,10,2024-05-06,1,110.00,79.55,markdown
S-01900,30-50-000093-0-10,10.5,2024-03-02,1,110.00,110.00,full_price
S-01901,30-50-000093-0-10,10.5,2024-05-22,1,110.00,85.09,markdown
S-01902,30-50-000093-0-10,11,2024-03-02,1,110.00,110.00,full_price
S-01903,30-50-000093-0-10,11,2024-05-13,1,110.00,92.03,markdown
S-01904,30-30-000094-0-10,10,2024-01-28,1,75.00,75.00,full_price
S-01905,30-30-000094-0-10,10,2024-04-05,1,75.00,61.87,markdown
S-01906,30-30-000094-0-10,10.5,2024-01-28,1,75.00,75.00,full_price
S-01907,30-30-000094-0-10,10.5,2024-04-12,1,75.00,59.07,markdown
S-01908,30-30-000094-0-10,11,2024-01-28,1,75.00,75.00,full_price
S-01909,30-30-000094-0-10,11.5,2024-01-28,1,75.00,75.00,full_price
S-01910,30-30-000094-0-10,12,2024-01-28,1,75.00,75.00,full_price
S-01911,30-50-000095-0-10,8.5,2024-03-31,1,150.00,150.00,full_price
S-01912,30-50-000095-0-10,9,2024-03-31,1,150.00,150.00,full_price
S-01913,30-50-000095-0-10,9,2024-06-14,1,150.00,120.37,markdown
S-01914,30-50-000095-0-10,9.5,2024-03-31,1,150.00,150.00,full_price
S-01915,30-50-000095-0-10,10,2024-03-31,1,150.00,150.00,full_price
S-01916,30-50-000095-0-10,10,2024-05-08,1,150.00,150.00,full_price
S-01917,30-50-000095-0-10,10,2024-06-30,1,150.00,120.49,markdown
S-01918,30-50-000095-0-10,10.5,2024-03-31,1,150.00,150.00,full_price
S-01919,30-50-000095-0-10,10.5,2024-05-09,1,150.00,150.00,full_price
S-01920,30-50-000095-0-10,10.5,2024-06-30,1,150.00,123.80,markdown
S-01921,30-50-000095-0-10,11,2024-03-31,1,150.00,150.00,full_price
S-01922,30-50-000095-0-10,11,2024-06-13,1,150.00,126.98,markdown
S-01923,30-50-000095-0-10,11.5,2024-03-31,1,150.00,150.00,full_price
S-01924,30-50-000095-0-10,12,2024-03-31,1,150.00,150.00,full_price
S-01925,30-50-000095-0-10,12,2024-06-06,1,150.00,106.44,markdown
S-01926,30-50-000095-0-10,13,2024-03-31,1,150.00,150.00,full_price
S-01927,30-50-000095-0-10,14,2024-03-31,1,150.00,150.00,full_price
S-01928,30-40-000096-0-10,8,2024-03-04,1,110.00,110.00,full_price
S-01929,30-40-000096-0-10,8.5,2024-03-04,1,110.00,110.00,full_price
S-01930,30-40-000096-0-10,9.5,2024-03-04,1,110.00,110.00,full_price
S-01931,30-40-000096-0-10,10,2024-03-04,1,110.00,110.00,full_price
S-01932,30-40-000096-0-10,10,2024-05-22,1,110.00,77.11,markdown
S-01933,30-40-000096-0-10,10.5,2024-03-04,1,110.00,110.00,full_price
S-01934,30-40-000096-0-10,10.5,2024-05-08,1,110.00,85.12,markdown
S-01935,30-40-000096-0-10,11,2024-03-04,1,110.00,110.00,full_price
S-01936,30-40-000096-0-10,11.5,2024-03-04,1,110.00,110.00,full_price
S-01937,30-40-000096-0-10,12,2024-03-04,1,110.00,110.00,full_price
S-01938,30-30-000097-0-10,7.5,2024-02-18,1,140.00,140.00,full_price
S-01939,30-30-000097-0-10,8.5,2024-02-18,1,140.00,140.00,full_price
S-01940,30-30-000097-0-10,9,2024-02-18,1,140.00,140.00,full_price
S-01941,30-30-000097-0-10,9.5,2024-02-18,1,140.00,140.00,full_price
S-01942,30-30-000097-0-10,9.5,2024-03-26,1,140.00,140.00,full_price
S-01943,30-30-000097-0-10,9.5,2024-06-01,1,140.00,140.00,full_price
S-01944,30-30-000097-0-10,10,2024-02-18,1,140.00,140.00,full_price
S-01945,30-30-000097-0-10,10,2024-03-23,1,140.00,140.00,full_price
S-01946,30-30-000097-0-10,10,2024-04-28,1,140.00,140.00,full_price
S-01947,30-30-000097-0-10,10,2024-06-11,1,140.00,104.85,markdown
S-01948,30-30-000097-0-10,10.5,2024-02-18,1,140.00,140.00,full_price
S-01949,30-30-000097-0-10,10.5,2024-04-02,1,140.00,140.00,full_price
S-01950,30-30-000097-0-10,10.5,2024-05-15,1,140.00,140.00,full_price
S-01951,30-30-000097-0-10,10.5,2024-05-12,1,140.00,112.13,markdown
S-01952,30-30-000097-0-10,11,2024-02-18,1,140.00,140.00,full_price
S-01953,30-30-000097-0-10,11,2024-03-26,1,140.00,140.00,full_price
S-01954,30-30-000097-0-10,11,2024-04-16,1,140.00,140.00,full_price
S-01955,30-30-000097-0-10,11,2024-06-03,1,140.00,108.80,markdown
