receive_date,sku,vendor_style,brand_desc,department,sku_desc,vendor,size,units_received,retail_price
2024-02-10,30-20-000147-0-10,DV1748-157,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO PNK/WHT,NIKE,9,3,185.00
2024-02-10,30-20-000147-0-10,DV1748-157,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO PNK/WHT,NIKE,9.5,4,185.00
2024-02-10,30-20-000147-0-10,DV1748-157,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO PNK/WHT,NIKE,10,6,185.00
2024-02-10,30-20-000147-0-10,DV1748-157,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO PNK/WHT,NIKE,10.5,6,185.00
2024-02-10,30-20-000147-0-10,DV1748-157,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO PNK/WHT,NIKE,11,5,185.00
2024-02-10,30-20-000147-0-10,DV1748-157,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO PNK/WHT,NIKE,11.5,4,185.00
2024-02-10,30-20-000147-0-10,DV1748-157,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO PNK/WHT,NIKE,12,3,185.00
2024-02-10,30-20-000147-0-10,DV1748-157,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO PNK/WHT,NIKE,13,2,185.00
2024-02-10,30-20-000147-0-10,DV1748-157,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO PNK/WHT,NIKE,14,1,185.00
2024-02-10,30-20-000147-0-10,DV1748-157,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO PNK/WHT,NIKE,15,2,185.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,7.5,1,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,8,1,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,8.5,1,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,9,2,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,9.5,2,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,10,3,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,10.5,3,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,11,3,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,11.5,2,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,12,2,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,13,1,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,14,1,130.00
2024-01-26,30-50-000148-0-10,GX5012-803,ADIDAS TERREX AX4 GTX,SEASONAL,TERREX AX4 GTX WHT/BLK,ADIDAS,15,2,130.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,7.5,1,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,8,2,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,8.5,2,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,9,3,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,9.5,4,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,10,5,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,10.5,5,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,11,5,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,11.5,4,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,12,3,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,13,2,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,14,1,140.00
2024-02-18,30-30-000149-0-10,GX5544-502,ADIDAS ADIZERO ADIOS 7,RUNNING,ADIZERO ADIOS 7 BRG/TAN,ADIDAS,15,2,140.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,7.5,2,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,8,4,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,8.5,5,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,9,7,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,9.5,9,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,10,12,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,10.5,12,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,11,11,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,11.5,8,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,12,7,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,13,5,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,14,3,165.00
2024-01-17,30-30-000150-0-10,HQ8845-610,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 BLU/GLD,HOKA,15,5,165.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,7.5,1,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,8,2,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,8.5,2,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,9,3,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,9.5,4,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,10,6,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,10.5,6,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,11,5,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,11.5,4,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,12,3,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,13,2,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,14,1,120.00
2024-03-06,30-25-000151-0-10,FZ3301-687,ADIDAS TRAE YOUNG 3,PERFORMANCE BASKETBALL,TRAE YOUNG 3 PNK/WHT,ADIDAS,15,2,120.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,7.5,1,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,8,2,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,8.5,3,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,9,4,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,9.5,5,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,10,6,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,10.5,6,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,11,6,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,11.5,4,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,12,4,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,13,3,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,14,2,140.00
2024-01-17,30-30-000152-0-10,HQ9945-253,HOKA MACH 6,RUNNING,MACH 6 GRY/WHT,HOKA,15,1,140.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,7.5,2,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,8,4,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,8.5,5,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,9,7,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,9.5,9,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,10,12,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,10.5,12,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,11,11,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,11.5,8,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,12,7,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,13,5,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,14,3,185.00
2024-01-07,30-20-000153-0-10,DV1748-689,NIKE AIR JORDAN 13 RETRO,RETRO BASKETBALL,AJ13 RETRO ONG/BLK,NIKE,15,1,185.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,7.5,1,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,8,2,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,8.5,2,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,9,3,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,9.5,4,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,10,6,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,10.5,6,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,11,5,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,11.5,4,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,12,3,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,13,2,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,14,1,165.00
2024-02-16,30-30-000154-0-10,HQ8845-961,HOKA GAVIOTA 5,RUNNING,GAVIOTA 5 TRQ/WHT,HOKA,15,2,165.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,7.5,1,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,8,2,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,8.5,3,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,9,4,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,9.5,5,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,10,6,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,10.5,6,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,11,6,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,11.5,4,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,12,4,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,13,3,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,14,2,130.00
2024-03-09,30-30-000155-0-10,DV3853-524,NIKE PEGASUS 40,RUNNING,PEGASUS 40 WHT/GLD,NIKE,15,1,130.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,7.5,1,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,8,3,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,8.5,3,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,9,5,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,9.5,6,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,10,8,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,10.5,8,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,11,7,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,11.5,5,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,12,5,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,13,3,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,14,2,165.00
2024-02-25,30-30-000156-0-10,ML998F-624,NEW BALANCE FRESH FOAM 1080V12,RUNNING,FF 1080V12 GRN/WHT,NEW BALANCE,15,1,165.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,7.5,1,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,8,2,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,8.5,3,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,9,4,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,9.5,5,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,10,6,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,10.5,6,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,11,6,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,11.5,4,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,12,4,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,13,3,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,14,2,140.00
2024-03-29,30-30-000157-0-10,HQ2233-961,ADIDAS BOSTON 12,RUNNING,BOSTON 12 PRP/GLD,ADIDAS,15,1,140.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,7.5,2,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,8,4,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,8.5,5,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,9,6,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,9.5,8,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,10,11,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,10.5,11,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,11,10,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,11.5,7,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,12,6,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,13,5,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,14,3,110.00
2024-01-09,30-20-000158-0-10,HQ8812-824,NEW BALANCE BB550,RETRO BASKETBALL,BB550 CRM/GLD,NEW BALANCE,15,1,110.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,7.5,2,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,8,3,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,8.5,4,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,9,6,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,9.5,8,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,10,10,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,10.5,10,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,11,9,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,11.5,7,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,12,6,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,13,4,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,14,3,85.00
2024-01-17,30-40-000159-0-10,GX9913-366,NIKE AIR MAX SC,LIFESTYLE,AIR MAX SC NVY/RED,NIKE,15,2,85.00
2024-01-17,30-50-000160-0-10,FZ5012-590,SAUCONY PEREGRINE 14 GTX,SEASONAL,PEREGRINE 14 GTX PNK/WHT,SAUCONY,7.5,1,145.00
2024-01-17,30-50-000160-0-10,FZ5012-590,SAUCONY PEREGRINE 14 GTX,SEASONAL,PEREGRINE 14 GTX PNK/WHT,SAUCONY,8,2,145.00
2024-01-17,30-50-000160-0-10,FZ5012-590,SAUCONY PEREGRINE 14 GTX,SEASONAL,PEREGRINE 14 GTX PNK/WHT,SAUCONY,8.5,3,145.00
2024-01-17,30-50-000160-0-10,FZ5012-590,SAUCONY PEREGRINE 14 GTX,SEASONAL,PEREGRINE 14 GTX PNK/WHT,SAUCONY,9,4,145.00
